num,name,epoch,a,e,inc,w,omega,m,H,G,info,wiki,wikipic
226514,(2003 UX34),60600,1.095,0.6159,2.56,218.58,4.3,241.15,20.2,,,,
136617,(1994 CC),60600,1.638,0.4169,4.68,24.92,268.51,103.64,17.97,,,,
14827, 14827 Hypnos (1986 JK),60600,2.841,0.6649,1.98,238.19,57.93,21.63,18.75,,,,
161989,Cacus (1978 CA),60600,1.123,0.2139,26.06,102.09,161.21,338.81,17.31,,,,
172678,(2003 YM137),60600,2.559,0.7028,2.82,131.02,73.98,326.04,18.95,,,,
439437,(2013 NK4),60600,1.023,0.5499,6.55,50.57,33.7,233.0,18.94,,,,
533372,(2014 GG17),60600,1.367,0.3525,39.15,239.58,195.28,297.85,20.17,,,,
163249,(2002 GT),60600,1.344,0.3347,6.97,135.14,201.73,59.89,18.71,,,,
612780,(2004 MD),60600,1.917,0.5365,9.77,124.28,85.39,255.42,20.16,,,,
314082,Dryope (2005 CZ36),60600,2.235,0.5766,16.18,139.53,116.62,272.32,17.5,,,,
159857,(2004 LJ1),60600,2.263,0.5935,23.15,140.02,235.54,319.37,15.47,,,,
140288,(2001 SN289),60600,1.784,0.5082,53.19,225.64,357.06,344.42,16.74,,,,
528804,(2009 BJ58),60600,1.849,0.7127,13.02,85.94,131.14,61.52,19.05,,,,
152770,(1999 RR28),60600,1.879,0.6542,7.14,284.58,178.16,231.9,18.41,,,,
85182, 85182 (1991 AQ),60600,2.22,0.7777,3.12,243.23,339.4,59.27,17.13,,,,
679786,(2020 QG3),60600,2.089,0.5654,7.43,229.76,186.56,113.31,21.21,,,,
277570,(2005 YP180),60600,1.372,0.617,4.11,92.47,288.91,276.63,19.34,,,,
388188,(2006 DP14),60600,1.365,0.7762,11.77,59.34,317.11,277.05,19.0,,,,
418094,(2007 WV4),60600,1.486,0.4407,38.34,297.67,249.86,50.43,19.67,,,,
448721,(2011 BN24),60600,1.544,0.4125,3.94,61.85,195.74,328.23,20.98,,,,
474163,(1999 SO5),60600,1.086,0.0653,13.37,359.7,196.06,214.77,20.99,,,,
162825,(2001 BO61),60600,1.773,0.7444,9.07,79.16,159.52,338.79,17.97,,,,
164216,(2004 OT11),60600,2.153,0.5651,19.99,326.6,294.89,167.15,17.29,,,,
52760, 52760 (1998 ML14),60600,2.409,0.6233,2.43,20.37,338.68,347.09,17.5,,,,
333521,(2005 PO),60600,1.252,0.3731,12.51,249.55,300.48,346.44,20.08,,,,
669051,(2012 SD22),60600,1.964,0.5727,7.91,313.83,140.22,105.48,20.06,,,,
86819, 86819 (2000 GK137),60600,1.995,0.5059,10.06,150.3,164.88,212.48,17.47,,,,
496817,(1989 VB),60600,1.862,0.4601,2.18,330.92,37.85,278.4,19.99,,,,
307005,(2001 XP1),60600,2.89,0.7528,39.21,246.31,268.07,215.45,18.14,,,,
8014,  8014 (1990 MF),60600,1.747,0.456,1.87,114.73,209.84,291.48,18.88,,,,
441987,(2010 NY65),60600,1.003,0.3701,11.54,252.07,267.92,175.65,21.36,,,,
194006,(2001 SG10),60600,1.449,0.4243,4.26,101.62,184.93,114.85,20.46,,,,
374158,(2004 UL),60600,1.266,0.9266,23.85,149.68,39.47,319.04,18.67,,,,
485652,(2011 WO41),60600,3.024,0.7292,20.14,126.39,111.08,150.8,16.6,,,,
186844,(2004 GA1),60600,2.43,0.6726,7.77,54.63,261.48,114.88,17.43,,,,
483432,(2001 DF47),60600,1.215,0.3708,18.47,260.28,146.62,293.85,20.44,,,,
430804,(2005 AD13),60600,1.949,0.7549,12.38,263.66,102.74,115.72,17.89,,,,
462959,(2011 DU),60600,1.172,0.3178,2.95,120.2,176.87,164.01,21.11,,,,
388945,(2008 TZ3),60600,1.592,0.3919,8.69,219.68,43.95,61.87,20.45,,,,
673011,(2015 AR45),60600,1.385,0.7013,9.23,239.63,114.35,38.07,20.0,,,,
385605,(2005 EJ225),60600,1.706,0.5736,8.86,290.71,341.99,230.95,18.95,,,,
620063,(2009 DH39),60600,1.849,0.6001,53.69,68.25,155.39,58.35,18.77,,,,
16960, 16960 (1998 QS52),60600,2.201,0.859,17.52,243.25,260.15,308.68,14.42,,,,
67381, 67381 (2000 OL8),60600,1.321,0.543,10.67,266.96,294.84,38.01,19.8,,,,
481457,(2006 XD2),60600,1.267,0.4251,3.56,109.53,65.59,136.97,21.12,,,,
454100,(2013 BO73),60600,1.331,0.4182,4.54,298.15,24.78,356.14,20.18,,,,
143404,(2003 BD44),60600,1.968,0.6075,2.66,89.36,181.18,242.26,16.95,,,,
500080,(2011 WV134),60600,2.795,0.6753,6.02,25.9,157.64,250.63,17.22,,,,
337075,(1998 QC1),60600,1.984,0.5901,9.65,115.47,308.34,101.77,19.81,,,,
415029,(2011 UL21),60600,2.123,0.6536,34.89,285.0,275.32,50.22,15.94,,,,
506491,(2003 UW29),60600,1.17,0.8386,3.76,55.27,196.48,255.96,20.77,,,,
265482,(2005 EE),60600,1.129,0.3277,6.17,284.75,110.78,214.47,21.21,,,,
438955,(2010 LN14),60600,1.154,0.4746,1.47,33.25,342.96,138.77,21.01,,,,
137126,(1999 CF9),60600,1.772,0.6012,5.55,90.54,156.87,280.89,18.14,,,,
387505,(1998 KN3),60600,1.542,0.8734,2.29,71.25,313.24,248.78,18.78,,,,
453729,(2011 BO24),60600,1.381,0.278,20.37,178.61,91.47,40.06,18.81,,,,
488490,(2000 AF205),60600,1.035,0.277,2.41,127.51,219.9,292.48,21.9,,,,
465892,(2010 UT7),60600,1.584,0.6605,25.43,277.34,65.75,28.06,19.7,,,,
438105,(2005 GO22),60600,1.914,0.8234,1.56,19.09,61.76,153.06,18.77,,,,
152754,(1999 GS6),60600,1.191,0.4974,2.02,134.97,314.42,283.4,19.31,,,,
458122,(2010 EW45),60600,2.067,0.669,2.12,135.58,232.92,353.6,17.61,,,,
523813,(2008 VB1),60600,1.278,0.2751,10.32,136.98,50.35,264.03,20.65,,,,
163683,(2002 YP2),60600,1.577,0.6881,20.63,281.41,52.46,31.53,19.09,,,,
620056,(2004 UR1),60600,2.175,0.6164,4.08,73.45,250.92,99.22,20.53,,,,
424482,(2008 DG5),60600,1.255,0.2426,5.71,59.72,244.01,166.89,19.68,,,,
620055,(2003 BK47),60600,2.749,0.7062,20.66,235.34,138.78,318.54,17.76,,,,
377097,(2002 WQ4),60600,1.958,0.5564,3.94,244.62,266.87,320.91,19.69,,,,
365071,(2009 AV),60600,1.03,0.0739,45.87,322.13,150.73,79.79,18.18,,,,
4034,  4034 Vishnu (1986 PA),60600,1.06,0.4441,11.17,296.7,157.89,260.4,18.52,,,,
428209,(2006 VC),60600,1.942,0.492,12.25,19.22,87.53,207.28,20.12,,,,
187040,(2005 JS108),60600,1.355,0.3222,6.04,244.0,110.84,28.42,19.23,,,,
660096,(1998 SL36),60600,1.391,0.4181,19.06,116.8,353.08,253.3,20.23,,,,
481482,(2007 CA19),60600,2.808,0.8215,9.6,102.6,169.92,256.19,17.58,,,,
496013,(2008 EL6),60600,1.728,0.481,13.14,38.41,177.66,93.8,21.0,,,,
488453,(1994 XD),60600,2.344,0.7337,4.33,249.55,96.02,122.74,19.24,,,,
173561,(2000 YV137),60600,1.448,0.3109,28.0,211.38,137.22,330.3,18.36,,,,
136849,(1998 CS1),60600,1.492,0.5785,7.79,97.8,110.68,204.65,17.72,,,,
389694,(2011 QD48),60600,1.545,0.4921,19.07,106.79,358.79,216.68,18.2,,,,
207945,(1991 JW),60600,1.039,0.1186,8.71,301.95,53.85,92.1,19.6,,,,
489486,(2007 GS3),60600,1.061,0.1291,15.09,61.07,215.39,306.17,19.4,,,,
363599,(2004 FG11),60600,1.587,0.7236,3.14,228.81,83.45,69.5,21.04,,,,
4769,  4769 Castalia (1989 PB),60600,1.063,0.4832,8.88,121.44,325.51,324.11,17.5,,,,
290772,(2005 VC),60600,2.085,0.5929,4.49,290.38,227.79,27.83,17.47,,,,
162979,(2001 RA12),60600,2.037,0.5441,17.09,326.05,311.58,359.93,18.29,,,,
523775,(2014 YB35),60600,1.877,0.4833,12.64,188.64,3.72,256.67,19.11,,,,
417612,(2006 WQ29),60600,1.601,0.3938,8.07,136.61,111.97,114.76,18.44,,,,
163026,(2001 XR30),60600,1.297,0.3652,11.86,294.5,247.85,106.07,21.23,,,,
152560,(1991 BN),60600,1.443,0.3979,3.45,80.99,268.81,256.49,19.23,,,,
366774,(2004 TB18),60600,1.815,0.4507,13.2,13.18,120.98,10.58,17.87,,,,
450270,(2004 AE),60600,1.432,0.3326,18.72,193.19,307.56,30.6,20.6,,,,
526670,(2006 UL217),60600,1.43,0.3486,9.92,310.12,45.18,201.09,20.75,,,,
206910,(2004 NL8),60600,2.574,0.7156,5.02,278.14,150.9,302.11,17.28,,,,
8566,  8566 (1996 EN),60600,1.506,0.4302,37.97,125.13,164.12,90.11,16.48,,,,
530974,(2012 BN11),60600,1.457,0.395,4.36,69.77,153.71,39.68,20.77,,,,
137120,(1999 BJ8),60600,1.901,0.549,8.97,222.0,339.46,272.88,18.3,,,,
85585, 85585 Mjolnir (1998 FG2),60600,1.298,0.3563,4.08,95.42,2.31,37.53,21.64,,,,
12923, 12923 Zephyr (1999 GK4),60600,1.963,0.4918,5.3,147.13,168.17,51.56,15.82,,,,
3671,  3671 Dionysus (1984 KD),60600,2.2,0.542,13.54,204.33,82.05,131.35,16.5,,,,
466508,(2014 GY48),60600,1.61,0.4187,39.63,212.8,37.62,29.81,18.72,,,,
504800,(2010 CO1),60600,1.013,0.2179,24.02,252.71,351.56,78.84,21.48,,,,
331876,(2004 CL),60600,1.284,0.5362,13.31,274.69,109.39,123.38,20.56,,,,
9856,  9856 (1991 EE),60600,2.242,0.6258,9.83,116.18,168.11,314.61,17.11,,,,
363067,(2000 CO101),60600,1.076,0.0901,15.32,64.95,353.03,125.28,19.21,,,,
7822,  7822 (1991 CS),60600,1.123,0.1646,37.12,249.45,156.84,182.35,17.34,,,,
612522,(2002 VP69),60600,2.019,0.527,10.12,189.04,306.83,202.97,18.23,,,,
175729,(1998 BB10),60600,1.271,0.4246,11.54,259.25,124.27,280.61,20.44,,,,
228368,(2000 WK10),60600,1.479,0.702,14.73,244.51,57.93,150.9,18.63,,,,
382758,(2003 GY),60600,1.38,0.3172,4.67,334.15,321.79,36.0,20.19,,,,
482650,(2013 BK18),60600,1.626,0.4947,28.88,64.68,137.69,217.81,19.68,,,,
436774,(2012 KY3),60600,1.232,0.4864,21.39,87.25,21.51,78.98,18.41,,,,
162695,(2000 UL11),60600,2.122,0.6354,2.19,152.12,333.18,246.49,20.2,,,,
314212,(2005 NJ1),60600,2.132,0.6511,6.46,82.62,316.16,45.75,18.57,,,,
85938, 85938 (1999 DJ4),60600,1.853,0.4846,9.14,197.79,19.87,41.94,18.73,,,,
503861,(1998 WZ1),60600,2.163,0.5566,4.31,137.37,344.84,35.72,19.97,,,,
220839,(2004 VA),60600,1.901,0.5949,3.69,43.48,109.45,180.72,17.46,,,,
7335,  7335 (1989 JA),60600,1.772,0.4846,15.17,232.27,61.28,349.17,17.7,,,,
523732,(2014 PG51),60600,1.206,0.4528,3.79,294.16,275.74,311.74,20.66,,,,
455148,(1994 UG),60600,1.239,0.2929,5.21,225.47,13.6,42.93,21.12,,,,
138971,(2001 CB21),60600,1.034,0.3334,7.92,271.93,353.67,115.89,18.52,,,,
612786,(2004 PJ2),60600,1.418,0.3421,2.58,281.78,317.1,23.99,21.57,,,,
255071,(2005 UH6),60600,1.001,0.6325,2.64,200.25,19.29,53.56,18.36,,,,
476601,(2008 SE85),60600,1.626,0.5251,29.61,294.9,177.42,228.98,19.8,,,,
141593,(2002 HK12),60600,2.002,0.5287,2.35,2.25,306.98,301.23,18.32,,,,
216258,(2006 WH1),60600,1.671,0.4849,2.63,263.68,240.31,65.58,20.33,,,,
152978,(2000 GJ147),60600,1.162,0.2367,25.01,240.8,57.85,134.02,19.57,,,,
612924,(2005 CL),60600,1.986,0.7547,4.45,298.57,318.37,338.02,20.29,,,,
444004,(2004 AS1),60600,1.07,0.1744,17.21,262.12,322.53,174.8,20.67,,,,
6489,  6489 Golevka (1991 JX),60600,2.484,0.6151,2.27,68.66,209.42,151.88,19.22,,,,
465633,(2009 JR5),60600,1.252,0.3514,3.95,309.95,128.18,139.11,20.44,,,,
68216, 68216 (2001 CV26),60600,1.32,0.3267,17.99,48.74,18.13,301.79,16.62,,,,
678976,(2018 EH4),60600,2.06,0.6126,6.19,75.23,2.83,104.41,21.68,,,,
6037,  6037 (1988 EG),60600,1.272,0.4997,3.51,242.32,182.18,249.72,18.87,,,,
535844,(2015 BY310),60600,1.587,0.4008,4.79,229.53,328.41,277.7,21.89,,,,
86039, 86039 (1999 NC43),60600,1.76,0.5789,7.13,120.81,311.62,217.35,15.97,,,,
657084,(2016 GT220),60600,1.608,0.3799,23.65,27.02,3.09,244.19,17.83,,,,
53426, 53426 (1999 SL5),60600,1.923,0.5391,22.77,43.36,239.06,167.9,17.19,,,,
539063,(2016 MK1),60600,1.5,0.716,10.78,240.7,178.3,94.81,19.12,,,,
68548, 68548 (2001 XR31),60600,1.707,0.4368,22.72,24.71,302.02,186.5,16.57,,,,
511684,(2015 BN509),60600,1.007,0.5685,4.15,143.2,120.08,166.2,20.79,,,,
612012,(1983 LC),60600,2.603,0.7146,1.56,184.9,159.69,270.7,19.47,,,,
516154,(2016 CL32),60600,1.543,0.4601,12.21,292.95,123.49,214.31,19.35,,,,
100085,(1992 UY4),60600,2.651,0.619,2.64,42.24,305.18,158.29,17.89,,,,
523589,(2001 HA4),60600,2.69,0.7934,17.18,95.66,354.01,134.96,17.79,,,,
445974,(2013 BJ18),60600,1.478,0.364,3.71,159.61,90.82,98.51,20.29,,,,
37655, 37655 Illapa (1994 PM),60600,1.478,0.7525,18.03,303.9,139.52,254.99,17.85,,,,
508774,(1999 JE1),60600,1.323,0.7017,20.91,302.74,53.06,214.12,20.08,,,,
524475,(2002 KJ4),60600,2.271,0.557,27.92,155.48,75.52,207.24,19.36,,,,
154269,(2002 SM),60600,1.872,0.4865,14.4,217.51,10.78,300.04,17.87,,,,
5011,  5011 Ptah (6743 P-L),60600,1.636,0.5001,7.41,105.94,10.63,173.66,16.7,,,,
192559,(1998 VO),60600,1.075,0.2266,10.06,75.97,228.12,182.11,20.43,,,,
35107, 35107 (1991 VH),60600,1.137,0.1442,13.91,206.96,139.34,100.55,16.91,,,,
613450,(2006 PY17),60600,1.895,0.6404,2.85,133.19,309.91,303.7,19.3,,,,
410778,(2009 FG19),60600,2.912,0.7191,54.5,120.4,187.51,17.41,18.14,,,,
524594,(2003 NW1),60600,2.424,0.6432,6.16,118.89,265.02,207.85,18.68,,,,
137427,(1999 TF211),60600,2.44,0.6116,39.49,162.38,347.91,132.56,15.29,,,,
454094,(2013 BZ45),60600,1.015,0.1448,11.85,98.76,131.05,96.2,21.87,,,,
194268,(2001 UY4),60600,1.453,0.7875,5.44,107.81,160.69,74.45,18.34,,,,
4953,  4953 (1990 MU),60600,1.621,0.6574,24.38,77.93,77.53,285.02,14.94,,,,
196068,(2002 TW55),60600,2.118,0.6645,59.35,251.12,33.54,85.27,18.13,,,,
140158,(2001 SX169),60600,1.347,0.4608,2.52,42.73,126.78,94.39,18.48,,,,
154019,(2002 CZ9),60600,1.325,0.3601,4.97,80.88,142.84,264.53,22.07,,,,
1862,  1862 Apollo (1932 HA),60600,1.471,0.5599,6.35,286.03,35.56,252.87,16.08,0.09,,,
482798,(2013 QK48),60600,1.586,0.8298,18.97,47.18,141.41,269.75,18.36,,,,
162510,(2000 QW69),60600,1.376,0.3023,38.14,220.73,344.33,91.4,17.6,,,,
533671,(2014 LJ21),60600,2.889,0.8956,24.28,302.9,126.58,51.35,15.9,,,,
620092,(2015 HB10),60600,1.853,0.5716,5.7,79.69,6.12,346.91,18.4,,,,
217430,(2005 SN25),60600,1.23,0.2706,13.01,45.2,168.27,121.18,19.64,,,,
6239,  6239 Minos (1989 QF),60600,1.151,0.4126,3.94,239.77,344.53,224.5,18.61,,,,
518678,(2008 UZ94),60600,2.191,0.5725,30.25,159.72,248.22,322.94,17.38,,,,
163818,(2003 RX7),60600,1.229,0.3545,10.39,245.91,241.01,68.68,18.46,,,,
417871,(2007 MB24),60600,1.876,0.6999,47.71,269.13,271.11,288.97,18.32,,,,
668949,(2012 PP28),60600,1.989,0.6067,5.67,133.68,254.05,100.32,19.27,,,,
496005,(2007 XJ16),60600,2.258,0.5563,6.23,32.99,309.06,32.92,19.1,,,,
523650,(2011 GQ61),60600,1.59,0.4121,65.16,155.09,333.51,279.23,18.59,,,,
466130,(2012 FZ23),60600,2.483,0.6104,75.62,358.13,179.33,71.08,18.25,,,,
163364,(2002 OD20),60600,1.365,0.3689,4.19,275.35,259.85,84.09,18.91,,,,
399457,(2002 PD43),60600,2.507,0.9563,25.94,210.99,315.04,223.99,19.3,,,,
12538, 12538 (1998 OH),60600,1.542,0.4058,24.54,321.79,220.69,317.04,15.97,,,,
525229,(2004 UU1),60600,1.226,0.2732,29.97,113.63,217.76,295.27,21.17,,,,
526878,(2007 FE),60600,1.794,0.457,7.0,135.21,122.62,90.4,19.38,,,,
551685,(2013 HT15),60600,1.101,0.4229,2.92,315.92,23.28,265.36,21.82,,,,
329614,(2003 KU2),60600,2.69,0.677,5.4,246.81,105.21,272.06,17.79,,,,
366746,(2004 LJ),60600,1.087,0.4614,18.28,256.1,246.69,52.2,20.16,,,,
484976,(2009 UN3),60600,2.328,0.5756,37.43,338.75,141.96,54.94,18.52,,,,
446791,(1998 SJ70),60600,2.237,0.7056,7.3,246.99,21.43,304.35,18.52,,,,
138404,(2000 HA24),60600,1.139,0.3186,2.16,142.2,309.35,139.8,19.4,,,,
523598,(2003 ED50),60600,1.416,0.547,33.72,94.01,173.48,258.77,20.77,,,,
422699,(2000 PD3),60600,1.999,0.592,7.7,110.23,298.64,171.27,18.28,,,,
523934,(1998 FF14),60600,1.253,0.3123,38.69,301.12,359.83,251.74,20.62,,,,
612989,(2005 LW39),60600,1.988,0.7156,28.47,275.19,251.45,341.28,20.0,,,,
483508,(2003 CR1),60600,1.453,0.4628,12.72,101.97,310.93,179.82,20.02,,,,
417816,(2007 FA),60600,1.25,0.2657,16.33,135.44,156.4,132.23,20.27,,,,
509935,(2009 QL8),60600,1.931,0.5409,4.24,339.66,84.47,202.68,19.54,,,,
90075, 90075 (2002 VU94),60600,2.136,0.5755,8.91,30.77,226.73,128.37,15.37,,,,
531914,(2013 BW76),60600,2.058,0.5337,40.36,0.56,58.22,350.41,18.37,,,,
175706,(1996 FG3),60600,1.055,0.3501,1.97,24.06,299.5,32.72,18.32,,,,
363305,(2002 NV16),60600,1.239,0.2208,3.5,179.24,183.26,12.5,21.41,,,,
612326,(2002 CD14),60600,1.779,0.5793,2.89,141.32,127.6,149.31,20.42,,,,
612227,(2001 QC34),60600,1.129,0.1876,6.24,215.47,271.45,332.57,20.2,,,,
153002,(2000 JG5),60600,1.341,0.7961,31.43,233.45,213.04,307.51,18.28,,,,
416591,(2004 LC2),60600,1.865,0.7347,10.98,290.72,84.25,333.82,18.66,,,,
612856,(2004 TP1),60600,1.291,0.3892,7.49,87.86,30.02,182.75,20.75,,,,
358744,(2008 CR118),60600,1.842,0.5118,3.92,157.22,121.42,180.3,18.99,,,,
385252,(2001 EB18),60600,1.053,0.1837,50.06,101.92,155.46,231.63,19.41,,,,
111253,(2001 XU10),60600,1.754,0.4394,42.02,6.97,310.15,62.23,15.28,,,,
510529,(2012 EY11),60600,1.148,0.1508,9.02,238.88,167.58,185.06,21.58,,,,
477519,(2010 DJ56),60600,1.25,0.2453,34.84,309.28,149.91,231.65,19.15,,,,
4450,  4450 Pan (1987 SY),60600,1.443,0.5866,5.52,291.94,311.7,192.17,17.28,,,,
363790,(2005 JE46),60600,1.903,0.5523,8.27,114.77,238.33,90.46,17.85,,,,
386847,(2010 LR33),60600,1.692,0.4625,5.83,333.22,352.07,169.15,18.06,,,,
89136, 89136 (2001 US16),60600,1.356,0.253,1.91,67.2,175.9,332.59,20.28,,,,
480858,(2001 PT9),60600,1.468,0.4552,7.18,261.65,329.97,51.99,20.96,,,,
672457,(2014 UR116),60600,2.07,0.7278,6.57,286.96,5.81,142.7,19.8,,,,
230549,(2003 BH),60600,1.457,0.3561,13.11,313.41,119.76,158.58,20.78,,,,
304330,(2006 SX217),60600,1.412,0.3103,21.04,176.24,32.6,92.72,18.9,,,,
375103,(2007 TD71),60600,1.286,0.2799,49.75,220.75,49.58,308.16,18.5,,,,
430440,(2000 OH),60600,2.421,0.5931,18.75,355.55,283.62,156.99,17.67,,,,
375054,(2007 PF6),60600,1.298,0.4164,25.6,251.27,316.33,279.71,20.81,,,,
672745,(2014 WV363),60600,1.846,0.5158,5.53,210.03,77.95,18.13,19.05,,,,
226554,(2003 WR21),60600,1.118,0.2615,9.27,108.11,85.76,123.09,19.62,,,,
199145,(2005 YY128),60600,1.649,0.7323,3.77,315.17,299.96,261.48,18.28,,,,
511008,(2013 PX6),60600,2.597,0.6515,13.66,229.7,187.37,225.56,18.55,,,,
523656,(2011 WO4),60600,1.738,0.4977,60.94,235.99,225.18,206.67,19.29,,,,
1620,  1620 Geographos (1951 RA),60600,1.246,0.3356,13.34,277.01,337.15,289.36,15.27,,,,
523788,(2015 FP118),60600,2.121,0.5497,2.68,108.16,201.34,1.51,19.48,,,,
525356,(2005 BG14),60600,1.993,0.7275,21.68,281.04,94.91,24.82,18.69,,,,
162998,(2001 SK162),60600,1.926,0.4743,1.68,186.45,285.29,181.51,18.17,,,,
162783,(2000 YJ11),60600,1.314,0.2323,7.26,339.16,64.92,327.02,20.91,,,,
170903,(2004 WS2),60600,1.336,0.6031,8.27,115.46,87.67,267.96,18.23,,,,
612342,(2002 FC),60600,2.822,0.666,6.76,195.23,50.1,249.51,19.16,,,,
214869,(2007 PA8),60600,2.849,0.653,2.0,293.85,141.3,175.77,16.51,,,,
337558,(2001 SG262),60600,1.962,0.5829,4.82,100.26,359.03,115.78,19.44,,,,
267494,(2002 JB9),60600,2.719,0.7843,46.76,278.0,70.21,341.38,16.18,,,,
419624,(2010 SO16),60600,1.004,0.0754,14.51,109.24,40.35,202.51,20.44,,,,
494697,(2004 SW55),60600,1.428,0.334,8.79,352.85,75.12,241.22,20.77,,,,
349507,(2008 QY),60600,1.168,0.5817,13.56,254.9,1.91,338.34,18.5,,,,
443880,(2001 UZ16),60600,1.76,0.4263,12.67,28.63,323.1,320.12,19.38,,,,
513489,(2009 EV),60600,1.728,0.5235,17.0,250.28,138.55,25.45,20.12,,,,
232691,(2004 AR1),60600,1.576,0.4695,9.08,50.31,336.51,206.69,19.86,,,,
153220,(2000 YN29),60600,2.542,0.6683,6.23,142.59,64.22,288.37,17.41,,,,
529668,(2010 JL33),60600,2.677,0.735,5.38,309.89,52.45,70.72,17.89,,,,
153958,(2002 AM31),60600,1.703,0.4515,4.64,197.96,144.37,166.89,18.36,,,,
719194,(2018 PL23),60600,1.567,0.787,14.35,293.68,178.29,341.87,19.87,,,,
494690,(2004 JQ1),60600,1.193,0.45,32.83,272.66,77.05,168.24,20.1,,,,
163051,(2001 YJ4),60600,2.274,0.5676,9.29,322.44,247.77,208.69,16.4,,,,
85990, 85990 (1999 JV6),60600,1.008,0.3111,5.36,235.57,124.3,312.19,20.27,,,,
516155,(2016 DP),60600,1.023,0.4771,13.33,254.01,54.36,32.94,20.11,,,,
409836,(2006 QY110),60600,1.924,0.5741,6.4,221.63,222.61,261.88,18.07,,,,
530085,(2010 XC11),60600,2.519,0.8492,9.12,121.47,94.09,139.28,18.76,,,,
434096,(2002 GO5),60600,1.896,0.7679,13.77,65.35,22.6,244.76,18.15,,,,
382395,(1990 SM),60600,2.106,0.7639,11.61,107.74,136.17,81.91,16.46,,,,
250620,(2005 GE59),60600,2.109,0.6025,16.08,243.02,194.74,196.79,18.07,,,,
154330,(2002 VX94),60600,1.477,0.4086,7.16,215.23,320.06,353.41,18.19,,,,
506859,(2007 VW137),60600,2.236,0.7348,5.83,247.48,297.4,351.64,18.25,,,,
465617,(2009 EK1),60600,1.241,0.229,9.12,21.87,358.38,230.0,21.36,,,,
163014,(2001 UA5),60600,1.787,0.4456,9.94,27.68,58.62,207.87,17.75,,,,
365014,(2008 OX2),60600,1.048,0.6019,6.65,252.03,220.11,293.32,20.1,,,,
459683,(2013 MY5),60600,1.662,0.4532,3.0,279.04,102.88,61.87,19.79,,,,
367248,(2007 MK13),60600,1.025,0.1397,19.88,259.97,95.08,185.35,20.21,,,,
447755,(2007 JX2),60600,1.708,0.5261,4.22,87.95,44.31,320.24,19.77,,,,
518847,(2010 DM),60600,2.081,0.8399,5.0,221.04,140.75,8.79,19.02,,,,
518810,(2010 CF19),60600,1.193,0.27,7.18,265.31,154.71,142.87,21.85,,,,
612536,(2003 AA3),60600,1.421,0.2893,13.78,347.03,106.38,311.8,20.3,,,,
439877,(1999 XM141),60600,1.236,0.3691,21.62,105.8,72.98,337.8,19.69,,,,
164211,(2004 JA27),60600,1.666,0.4233,2.26,270.22,67.76,128.89,19.5,,,,
162882,(2001 FD58),60600,1.092,0.5752,6.5,46.02,341.15,348.46,18.8,,,,
471241,(2011 BX18),60600,2.872,0.7312,14.62,304.22,310.56,253.95,18.58,,,,
434188,(2003 AD23),60600,1.645,0.7627,23.34,241.67,101.48,152.29,19.09,,,,
311044,(2004 BB103),60600,1.908,0.622,55.86,71.49,271.07,332.19,17.11,,,,
267729,(2003 FC5),60600,1.917,0.6087,5.83,271.26,188.76,64.82,18.46,,,,
217628,Lugh (1990 HA),60600,2.527,0.7115,4.44,316.15,177.75,160.51,16.68,,,,
138727,(2000 SU180),60600,2.105,0.6052,11.92,136.32,327.89,289.27,19.34,,,,
504256,(2006 VD13),60600,1.948,0.4837,11.71,162.89,313.94,185.93,19.07,,,,
221980,(1996 EO),60600,1.342,0.4008,21.59,64.69,356.46,213.52,19.11,,,,
22753, 22753 (1998 WT),60600,1.219,0.5699,3.2,324.8,307.36,165.33,17.69,,,,
143992,(2004 AF),60600,1.971,0.5538,27.13,57.98,315.62,205.38,16.16,,,,
162687,(2000 UH1),60600,1.875,0.5436,14.77,40.97,76.13,92.72,18.76,,,,
510055,(2010 FH81),60600,1.226,0.2105,16.8,158.31,84.6,223.8,21.51,,,,
250706,(2005 RR6),60600,2.957,0.7011,6.93,59.96,27.27,258.29,18.55,,,,
136795,Tatsunokingo (1997 BQ),60600,1.747,0.478,10.99,147.57,50.13,340.73,18.11,,,,
455176,(1999 VF22),60600,1.313,0.7388,3.92,271.98,3.22,243.48,20.7,,,,
26663, 26663 (2000 XK47),60600,1.546,0.4717,13.53,231.23,303.59,108.78,18.19,,,,
621890,(2011 PO1),60600,2.515,0.6346,5.74,166.79,210.64,98.78,20.91,,,,
141525,(2002 FV5),60600,1.087,0.7245,34.04,308.11,38.84,251.11,18.07,,,,
11500, 11500 Tomaiyowit (1989 UR),60600,1.08,0.3558,10.31,289.52,234.39,323.61,18.37,,,,
679814,(2020 TH5),60600,1.425,0.3985,4.6,326.46,175.77,54.43,21.04,,,,
612813,(2004 RF84),60600,2.164,0.6038,23.29,122.61,344.52,71.76,18.38,,,,
359170,(2009 CN5),60600,1.545,0.4655,11.91,53.25,349.71,97.78,19.95,,,,
419880,(2011 AH37),60600,2.548,0.6721,9.66,322.4,102.04,156.59,19.83,,,,
216115,(2006 SU19),60600,1.527,0.5864,2.09,10.63,152.22,92.91,18.94,,,,
618350,(2021 PS2),60600,1.554,0.4735,7.92,79.01,163.29,257.34,19.92,,,,
235756,(2004 VC),60600,1.133,0.2589,39.15,94.18,194.16,257.83,18.58,,,,
154275,(2002 SR41),60600,1.084,0.4907,11.58,258.2,247.77,119.73,20.13,,,,
